delivery_date,facility_id,product_id,amount,quantity
2024-04-15,F0080,GLI,9803000,8169
2024-04-15,F0221,GLI,8548000,7123
2024-04-15,F0173,GLI,1469000,1224
2024-04-15,F0194,GLI,5261000,4384
2024-04-15,F0166,GLI,5777000,4814
2024-04-15,F0092,GLI,7290000,6075
2024-04-15,F0263,GLI,2797000,2331
2024-04-15,F0203,GLI,5098000,4248
2024-04-15,F0025,GLI,3341000,2784
2024-04-15,F0046,GLI,8159000,6799
2024-04-15,F0277,GLI,1219000,1016
2024-04-15,F0170,GLI,7150000,5958
2024-04-15,F0189,GLI,2507000,2089
2024-04-15,F0208,GLI,3343000,2786
2024-04-15,F0289,GLI,3729000,3108
2024-04-15,F0009,GLI,811000,676
2024-04-15,F0224,GLI,3256000,2713
2024-04-15,F0124,GLI,6292000,5243
2024-04-15,F0044,GLI,12213000,10178
2024-04-15,F0248,GLI,9116000,7597
2024-04-15,F0276,GLI,11274000,9395
2024-04-15,F0001,GLI,689000,574
2024-04-15,F0134,GLI,5409000,4508
2024-04-15,F0130,GLI,4154000,3462
2024-04-15,F0285,GLI,2078000,1732
2024-04-15,F0165,GLI,21184000,17653
2024-04-15,F0159,GLI,964000,803
2024-04-15,F0128,GLI,2253000,1878
2024-04-15,F0183,GLI,5572000,4643
2024-04-15,F0294,GLI,6640000,5533
2024-04-15,F0178,GLI,555000,463
2024-04-15,F0010,GLI,891000,742
2024-04-15,F0298,GLI,2482000,2068
2024-04-15,F0108,GLI,5349000,4458
2024-04-15,F0145,GLI,507000,423
2024-04-15,F0240,GLI,5396000,4497
2024-04-15,F0287,GLI,205000,171
2024-04-15,F0238,GLI,5253000,4378
2024-04-15,F0142,GLI,6027000,5022
2024-04-15,F0266,GLI,3187000,2656
2024-04-15,F0078,GLI,6184000,5153
2024-04-15,F0110,GLI,4054000,3378
2024-04-15,F0227,GLI,1638000,1365
2024-04-15,F0115,GLI,6725000,5604
2024-04-15,F0212,GLI,18189000,15158
2024-04-15,F0197,GLI,2390000,1992
2024-04-15,F0095,GLI,3645000,3038
2024-04-15,F0101,GLI,13388000,11157
2024-04-15,F0012,GLI,11776000,9813
2024-04-15,F0160,GLI,13478000,11232
2024-04-15,F0005,GLI,6068000,5057
2024-04-15,F0214,GLI,9743000,8119
2024-04-15,F0054,GLI,3419000,2849
2024-04-15,F0228,GLI,2506000,2088
2024-04-15,F0210,GLI,3296000,2747
2024-04-15,F0283,GLI,821000,684
2024-04-15,F0186,GLI,2006000,1672
2024-04-15,F0015,GLI,1238000,1032
2024-04-15,F0120,GLI,4549000,3791
2024-04-15,F0219,GLI,17040000,14200
2024-04-15,F0069,GLI,4536000,3780
2024-04-15,F0017,GLI,2989000,2491
2024-04-15,F0071,GLI,4244000,3537
2024-04-15,F0107,GLI,4114000,3428
2024-04-15,F0055,GLI,9818000,8182
2024-04-15,F0114,GLI,8250000,6875
2024-04-15,F0016,GLI,5669000,4724
2024-04-15,F0151,GLI,3480000,2900
2024-04-15,F0252,GLI,617000,514
2024-04-15,F0229,GLI,617000,514
2024-04-15,F0021,GLI,2015000,1679
2024-04-15,F0251,GLI,4747000,3956
2024-04-15,F0190,GLI,3517000,2931
2024-04-15,F0237,GLI,14422000,12018
2024-04-15,F0089,GLI,993000,828
2024-04-15,F0033,GLI,2409000,2007
2024-04-15,F0163,GLI,331000,276
2024-04-15,F0008,GLI,2643000,2202
2024-04-15,F0085,GLI,6001000,5001
2024-04-15,F0057,GLI,2485000,2071
2024-04-15,F0245,GLI,6562000,5468
2024-04-15,F0201,GLI,2906000,2422
2024-04-15,F0035,GLI,7825000,6521
2024-04-15,F0122,GLI,5531000,4609
2024-04-15,F0090,GLI,14463000,12052
2024-04-15,F0288,GLI,12414000,10345
2024-04-15,F0086,GLI,1496000,1247
2024-04-15,F0056,GLI,6310000,5258
2024-04-15,F0247,GLI,876000,730
2024-04-15,F0067,GLI,3649000,3041
2024-04-15,F0191,GLI,1255000,1046
2024-04-15,F0233,GLI,3415000,2846
2024-04-15,F0011,GLI,3153000,2628
2024-04-15,F0299,GLI,13270000,11058
2024-04-15,F0081,GLI,7453000,6211
2024-04-15,F0271,GLI,9230000,7692
2024-04-15,F0226,GLI,721000,601
2024-04-15,F0030,GLI,8186000,6822
2024-04-15,F0059,GLI,2097000,1748
2024-04-15,F0007,GLI,5314000,4428
2024-04-15,F0063,GLI,9879000,8232
2024-04-15,F0023,GLI,926000,772
2024-04-15,F0269,GLI,17837000,14864
2024-04-15,F0218,GLI,401000,334
2024-04-15,F0096,GLI,8468000,7057
2024-04-15,F0282,GLI,4522000,3768
2024-04-15,F0267,GLI,1302000,1085
2024-04-15,F0094,GLI,5375000,4479
2024-04-15,F0113,GLI,2091000,1743
2024-04-15,F0216,GLI,5150000,4292
2024-04-15,F0242,GLI,2609000,2174
2024-04-15,F0152,GLI,349000,291
2024-04-15,F0137,GLI,15115000,12596
2024-04-15,F0260,GLI,6587000,5489
2024-04-15,F0019,GLI,5540000,4617
2024-04-15,F0249,GLI,1436000,1197
2024-04-15,F0264,GLI,15947000,13289
2024-04-15,F0265,GLI,5390000,4492
2024-04-15,F0255,GLI,2292000,1910
2024-04-15,F0062,GLI,11960000,9967
2024-04-15,F0291,GLI,3491000,2909
2024-04-15,F0036,GLI,1780000,1483
2024-04-15,F0202,GLI,3070000,2558
2024-05-15,F0111,GLI,17880000,14900
2024-05-15,F0004,GLI,21745000,18121
2024-05-15,F0091,GLI,3709000,3091
2024-05-15,F0184,GLI,7089000,5908
2024-05-15,F0262,GLI,10273000,8561
2024-05-15,F0024,GLI,166000,138
2024-05-15,F0268,GLI,8974000,7478
2024-05-15,F0187,GLI,1452000,1210
2024-05-15,F0060,GLI,5987000,4989
2024-05-15,F0223,GLI,1581000,1318
2024-05-15,F0013,GLI,4112000,3427
2024-05-15,F0132,GLI,76000,63
2024-05-15,F0177,GLI,5639000,4699
2024-05-15,F0068,GLI,5226000,4355
2024-05-15,F0125,GLI,1715000,1429
2024-05-15,F0118,GLI,5459000,4549
2024-05-15,F0148,GLI,9466000,7888
2024-05-15,F0040,GLI,5823000,4853
2024-05-15,F0116,GLI,773000,644
2024-05-15,F0222,GLI,1266000,1055
2024-05-15,F0235,GLI,2576000,2147
2024-05-15,F0220,GLI,15609000,13008
2024-05-15,F0253,GLI,160000,133
2024-05-15,F0176,GLI,688000,573
2024-05-15,F0088,GLI,1613000,1344
2024-05-15,F0100,GLI,808000,673
2024-05-15,F0169,GLI,3646000,3038
2024-05-15,F0070,GLI,2455000,2046
2024-05-15,F0150,GLI,2255000,1879
2024-05-15,F0032,GLI,7934000,6612
2024-05-15,F0097,GLI,4338000,3615
2024-05-15,F0048,GLI,3298000,2748
2024-05-15,F0205,GLI,7265000,6054
2024-05-15,F0027,GLI,4872000,4060
2024-05-15,F0136,GLI,10713000,8928
2024-05-15,F0072,GLI,1092000,910
2024-05-15,F0296,GLI,1662000,1385
2024-05-15,F0270,GLI,10282000,8568
2024-05-15,F0075,GLI,1853000,1544
2024-05-15,F0244,GLI,511000,426
2024-05-15,F0034,GLI,5735000,4779
2024-05-15,F0274,GLI,2059000,1716
2024-05-15,F0058,GLI,7183000,5986
2024-05-15,F0293,GLI,1323000,1102
2024-05-15,F0119,GLI,1021000,851
2024-05-15,F0064,GLI,1854000,1545
2024-05-15,F0284,GLI,3206000,2672
2024-05-15,F0041,GLI,2738000,2282
2024-05-15,F0014,GLI,4196000,3497
2024-05-15,F0051,GLI,1344000,1120
2024-05-15,F0154,GLI,3183000,2652
2024-05-15,F0109,GLI,799000,666
2024-05-15,F0180,GLI,2323000,1936
2024-05-15,F0073,GLI,376000,313
2024-05-15,F0181,GLI,4980000,4150
2024-05-15,F0211,GLI,2272000,1893
2024-05-15,F0053,GLI,6142000,5118
2024-05-15,F0127,GLI,8703000,7252
2024-05-15,F0179,GLI,616000,513
2024-05-15,F0093,GLI,1385000,1154
2024-05-15,F0156,GLI,10473000,8728
2024-05-15,F0168,GLI,14545000,12121
2024-05-15,F0105,GLI,584000,487
2024-05-15,F0083,GLI,3187000,2656
2024-05-15,F0161,GLI,3829000,3191
2024-05-15,F0232,GLI,17624000,14687
2024-05-15,F0286,GLI,978000,815
2024-05-15,F0104,GLI,1420000,1183
2024-05-15,F0102,GLI,6111000,5092
2024-05-15,F0198,GLI,2029000,1691
2024-05-15,F0144,GLI,2353000,1961
2024-05-15,F0157,GLI,1136000,947
2024-05-15,F0138,GLI,17091000,14243
2024-05-15,F0188,GLI,8350000,6958
2024-05-15,F0141,GLI,1651000,1376
2024-05-15,F0200,GLI,14612000,12177
2024-05-15,F0002,GLI,5926000,4938
2024-05-15,F0103,GLI,5529000,4608
2024-05-15,F0213,GLI,1671000,1392
2024-05-15,F0050,GLI,4118000,3432
2024-05-15,F0153,GLI,4241000,3534
2024-05-15,F0261,GLI,6760000,5633
2024-05-15,F0241,GLI,2041000,1701
2024-05-15,F0076,GLI,16191000,13492
2024-05-15,F0123,GLI,219000,182
2024-05-15,F0077,GLI,16457000,13714
2024-05-15,F0196,GLI,1648000,1373
2024-05-15,F0204,GLI,865000,721
2024-05-15,F0140,GLI,757000,631
2024-05-15,F0272,GLI,247000,206
2024-05-15,F0273,GLI,4648000,3873
2024-05-15,F0049,GLI,15211000,12676
2024-05-15,F0003,GLI,16306000,13588
2024-05-15,F0259,GLI,8541000,7118
2024-05-15,F0239,GLI,3668000,3057
2024-05-15,F0082,GLI,459000,382
2024-05-15,F0084,GLI,1854000,1545
2024-05-15,F0192,GLI,2439000,2033
2024-05-15,F0278,GLI,1385000,1154
2024-05-15,F0162,GLI,4479000,3733
2024-05-15,F0215,GLI,23919000,19932
2024-05-15,F0281,GLI,2173000,1811
2024-05-15,F0279,GLI,2026000,1688
2024-05-15,F0155,GLI,4622000,3852
2024-05-15,F0257,GLI,4238000,3532
2024-05-15,F0295,GLI,426000,355
2024-05-15,F0031,GLI,2932000,2443
2024-05-15,F0193,GLI,3224000,2687
2024-05-15,F0185,GLI,1603000,1336
2024-05-15,F0098,GLI,8378000,6982
2024-05-15,F0018,GLI,1547000,1289
2024-05-15,F0164,GLI,9176000,7647
2024-05-15,F0143,GLI,637000,531
2024-05-15,F0234,GLI,16671000,13892
2024-05-15,F0258,GLI,6528000,5440
2024-05-15,F0066,GLI,4909000,4091
2024-05-15,F0106,GLI,2844000,2370
2024-05-15,F0139,GLI,8396000,6997
2024-05-15,F0038,GLI,3021000,2518
2024-05-15,F0195,GLI,5411000,4509
2024-05-15,F0280,GLI,4004000,3337
2024-05-15,F0207,GLI,944000,787
2024-05-15,F0022,GLI,2994000,2495
2024-05-15,F0129,GLI,1502000,1252
2024-05-15,F0099,GLI,2754000,2295
2024-05-15,F0167,GLI,1797000,1498
2024-05-15,F0131,GLI,9854000,8212
2024-05-15,F0037,GLI,1407000,1172
2024-05-15,F0121,GLI,2907000,2423
2024-05-15,F0065,GLI,2998000,2498
2024-05-15,F0126,GLI,2306000,1922
2024-05-15,F0087,GLI,5033000,4194
2024-05-15,F0029,GLI,3666000,3055
2024-05-15,F0254,GLI,9435000,7863
2024-05-15,F0158,GLI,1822000,1518
2024-05-15,F0047,GLI,3300000,2750
2024-05-15,F0074,GLI,4304000,3587
2024-05-15,F0231,GLI,694000,578
2024-05-15,F0209,GLI,159000,132
2024-05-15,F0300,GLI,1154000,962
2024-05-15,F0028,GLI,3719000,3099
2024-05-15,F0246,GLI,5049000,4208
2024-05-15,F0042,GLI,3061000,2551
2024-05-15,F0006,GLI,7763000,6469
2024-05-15,F0149,GLI,5877000,4898
2024-05-15,F0172,GLI,12031000,10026
2024-05-15,F0256,GLI,1845000,1538
2024-05-15,F0147,GLI,4633000,3861
2024-05-15,F0052,GLI,4018000,3348
2024-05-15,F0182,GLI,2168000,1807
2024-05-15,F0061,GLI,3660000,3050
2024-05-15,F0112,GLI,971000,809
2024-05-15,F0175,GLI,552000,460
2024-05-15,F0135,GLI,11249000,9374
2024-05-15,F0297,GLI,2559000,2133
2024-05-15,F0079,GLI,2443000,2036
2024-05-15,F0275,GLI,6758000,5632
2024-05-15,F0199,GLI,1073000,894
2024-05-15,F0217,GLI,9073000,7561
2024-05-15,F0230,GLI,6524000,5437
2024-05-15,F0043,GLI,1732000,1443
2024-05-15,F0171,GLI,916000,763
2024-05-15,F0225,GLI,930000,775
2024-05-15,F0206,GLI,5224000,4353
2024-05-15,F0292,GLI,59000,49
2024-05-15,F0020,GLI,7539000,6282
2024-05-15,F0039,GLI,352000,293
2024-05-15,F0117,GLI,4430000,3692
2024-05-15,F0174,GLI,14824000,12353
2024-05-15,F0133,GLI,6276000,5230
2024-05-15,F0026,GLI,1679000,1399
2024-05-15,F0236,GLI,5282000,4402
2024-05-15,F0045,GLI,4724000,3937
2024-05-15,F0243,GLI,6241000,5201
2024-05-15,F0080,GLI,15649000,13041
2024-05-15,F0221,GLI,8037000,6698
2024-05-15,F0173,GLI,4670000,3892
2024-05-15,F0194,GLI,6246000,5205
2024-05-15,F0166,GLI,2371000,1976
2024-05-15,F0092,GLI,2195000,1829
2024-05-15,F0263,GLI,1631000,1359
2024-05-15,F0203,GLI,284000,237
2024-05-15,F0025,GLI,13638000,11365
2024-05-15,F0046,GLI,426000,355
2024-05-15,F0277,GLI,4547000,3789
2024-05-15,F0170,GLI,1310000,1092
2024-05-15,F0189,GLI,2253000,1878
2024-05-15,F0208,GLI,1483000,1236
2024-05-15,F0289,GLI,6746000,5622
2024-05-15,F0009,GLI,2830000,2358
2024-05-15,F0224,GLI,11000,9
2024-05-15,F0124,GLI,272000,227
2024-05-15,F0044,GLI,6297000,5248
2024-05-15,F0248,GLI,11967000,9972
2024-05-15,F0276,GLI,9335000,7779
2024-05-15,F0001,GLI,117000,98
2024-05-15,F0134,GLI,4427000,3689
2024-05-15,F0130,GLI,2849000,2374
2024-05-15,F0285,GLI,5214000,4345
2024-05-15,F0165,GLI,2986000,2488
2024-05-15,F0159,GLI,8119000,6766
2024-05-15,F0128,GLI,2305000,1921
2024-05-15,F0183,GLI,1894000,1578
2024-05-15,F0294,GLI,4538000,3782
2024-05-15,F0178,GLI,3959000,3299
2024-05-15,F0010,GLI,3547000,2956
2024-05-15,F0298,GLI,221000,184
2024-05-15,F0108,GLI,5993000,4994
2024-05-15,F0145,GLI,1661000,1384
2024-05-15,F0240,GLI,8630000,7192
2024-05-15,F0287,GLI,159000,132
2024-05-15,F0238,GLI,32070000,26725
2024-05-15,F0142,GLI,145000,121
2024-05-15,F0266,GLI,5969000,4974
2024-05-15,F0078,GLI,7609000,6341
2024-05-15,F0110,GLI,8933000,7444
2024-05-15,F0227,GLI,10289000,8574
2024-05-15,F0115,GLI,5903000,4919
2024-05-15,F0212,GLI,2712000,2260
2024-05-15,F0197,GLI,9421000,7851
2024-05-15,F0095,GLI,6134000,5112
2024-05-15,F0101,GLI,915000,763
2024-05-15,F0012,GLI,2572000,2143
2024-05-15,F0160,GLI,385000,321
2024-05-15,F0005,GLI,4234000,3528
2024-05-15,F0214,GLI,5856000,4880
2024-05-15,F0054,GLI,5900000,4917
2024-05-15,F0228,GLI,8208000,6840
2024-05-15,F0210,GLI,2132000,1777
2024-05-15,F0283,GLI,3308000,2757
2024-05-15,F0186,GLI,834000,695
2024-05-15,F0015,GLI,2655000,2212
2024-05-15,F0120,GLI,930000,775
2024-05-15,F0219,GLI,221000,184
2024-05-15,F0069,GLI,2810000,2342
2024-05-15,F0017,GLI,344000,287
2024-05-15,F0071,GLI,6591000,5493
2024-05-15,F0107,GLI,22079000,18399
2024-05-15,F0055,GLI,4466000,3722
2024-05-15,F0114,GLI,2511000,2093
2024-05-15,F0016,GLI,4805000,4004
2024-05-15,F0151,GLI,3814000,3178
2024-05-15,F0252,GLI,194000,162
2024-05-15,F0229,GLI,13171000,10976
2024-05-15,F0021,GLI,7315000,6096
2024-05-15,F0251,GLI,19735000,16446
2024-05-15,F0190,GLI,7091000,5909
2024-05-15,F0237,GLI,10342000,8618
2024-05-15,F0089,GLI,5868000,4890
2024-05-15,F0033,GLI,6295000,5246
2024-05-15,F0163,GLI,2025000,1688
2024-05-15,F0008,GLI,6844000,5703
2024-05-15,F0085,GLI,13656000,11380
2024-05-15,F0057,GLI,1366000,1138
2024-05-15,F0245,GLI,8174000,6812
2024-05-15,F0201,GLI,1475000,1229
2024-05-15,F0035,GLI,12692000,10577
2024-05-15,F0122,GLI,5043000,4203
2024-05-15,F0090,GLI,4630000,3858
2024-05-15,F0288,GLI,295000,246
2024-05-15,F0086,GLI,1214000,1012
2024-05-15,F0056,GLI,3789000,3158
2024-05-15,F0247,GLI,22860000,19050
2024-05-15,F0067,GLI,283000,236
2024-05-15,F0191,GLI,5425000,4521
2024-05-15,F0233,GLI,2770000,2308
2024-05-15,F0011,GLI,12820000,10683
2024-05-15,F0299,GLI,8948000,7457
2024-05-15,F0081,GLI,6232000,5193
2024-05-15,F0271,GLI,463000,386
2024-05-15,F0226,GLI,2236000,1863
2024-05-15,F0030,GLI,4388000,3657
2024-05-15,F0059,GLI,11342000,9452
2024-05-15,F0007,GLI,98000,82
2024-05-15,F0063,GLI,6693000,5578
2024-05-15,F0023,GLI,4151000,3459
2024-05-15,F0269,GLI,9634000,8028
2024-05-15,F0218,GLI,6826000,5688
2024-05-15,F0096,GLI,1956000,1630
2024-05-15,F0282,GLI,616000,513
2024-05-15,F0267,GLI,11563000,9636
2024-05-15,F0094,GLI,2670000,2225
2024-05-15,F0113,GLI,12181000,10151
2024-05-15,F0216,GLI,7570000,6308
2024-05-15,F0242,GLI,4215000,3512
2024-05-15,F0152,GLI,2040000,1700
2024-05-15,F0137,GLI,1026000,855
2024-05-15,F0260,GLI,2290000,1908
2024-05-15,F0019,GLI,2335000,1946
2024-05-15,F0249,GLI,1424000,1187
2024-05-15,F0264,GLI,3794000,3162
2024-05-15,F0265,GLI,6635000,5529
2024-05-15,F0255,GLI,2448000,2040
2024-05-15,F0062,GLI,3426000,2855
2024-05-15,F0291,GLI,6874000,5728
2024-05-15,F0036,GLI,24049000,20041
2024-05-15,F0202,GLI,9905000,8254
2024-06-15,F0111,GLI,8335000,6946
2024-06-15,F0004,GLI,7000,6
2024-06-15,F0091,GLI,83000,69
2024-06-15,F0184,GLI,1144000,953
2024-06-15,F0262,GLI,1273000,1061
2024-06-15,F0024,GLI,2760000,2300
2024-06-15,F0268,GLI,15923000,13269
2024-06-15,F0187,GLI,1353000,1128
2024-06-15,F0060,GLI,13324000,11103
2024-06-15,F0223,GLI,3257000,2714
2024-06-15,F0013,GLI,3011000,2509
2024-06-15,F0132,GLI,1748000,1457
2024-06-15,F0177,GLI,4659000,3882
2024-06-15,F0068,GLI,1376000,1147
2024-06-15,F0125,GLI,2026000,1688
2024-06-15,F0118,GLI,180000,150
2024-06-15,F0148,GLI,4415000,3679
2024-06-15,F0040,GLI,8539000,7116
2024-06-15,F0116,GLI,5848000,4873
2024-06-15,F0222,GLI,2282000,1902
2024-06-15,F0235,GLI,63000,53
2024-06-15,F0220,GLI,1469000,1224
2024-06-15,F0253,GLI,1343000,1119
2024-06-15,F0176,GLI,9464000,7887
2024-06-15,F0088,GLI,2668000,2223
2024-06-15,F0100,GLI,15133000,12611
2024-06-15,F0169,GLI,653000,544
2024-06-15,F0070,GLI,8957000,7464
2024-06-15,F0150,GLI,3231000,2692
2024-06-15,F0032,GLI,8927000,7439
2024-06-15,F0097,GLI,14964000,12470
2024-06-15,F0048,GLI,9205000,7671
2024-06-15,F0205,GLI,6629000,5524
2024-06-15,F0027,GLI,2552000,2127
2024-06-15,F0136,GLI,4239000,3532
2024-06-15,F0072,GLI,3190000,2658
2024-06-15,F0296,GLI,1478000,1232
2024-06-15,F0270,GLI,14665000,12221
2024-06-15,F0075,GLI,8750000,7292
2024-06-15,F0244,GLI,1576000,1313
2024-06-15,F0034,GLI,10960000,9133
2024-06-15,F0274,GLI,7995000,6663
2024-06-15,F0058,GLI,4026000,3355
2024-06-15,F0293,GLI,14977000,12481
2024-06-15,F0119,GLI,4412000,3677
2024-06-15,F0064,GLI,11835000,9862
2024-06-15,F0284,GLI,230000,192
2024-06-15,F0041,GLI,2247000,1872
2024-06-15,F0014,GLI,2523000,2102
