product_id,fiscal_year,rw_tier,target_freq,achievement_rate
GLI,FY2034,R,2.0,0.75
GLI,FY2034,W,1.0,0.65
GLI,FY2035,R,2.0,0.75
GLI,FY2035,W,1.0,0.65
GLO,FY2026,R,2.0,0.5
GLO,FY2026,W,1.0,0.4
GLO,FY2027,R,2.0,0.75
GLO,FY2027,W,1.0,0.65
GLO,FY2028,R,0.0,0.0
GLO,FY2028,W,0.0,0.0
GLO,FY2029,R,0.0,0.0
GLO,FY2029,W,0.0,0.0
GLO,FY2030,R,0.0,0.0
GLO,FY2030,W,0.0,0.0
GLO,FY2031,R,0.0,0.0
GLO,FY2031,W,0.0,0.0
GLO,FY2032,R,0.0,0.0
GLO,FY2032,W,0.0,0.0
GLO,FY2033,R,0.0,0.0
GLO,FY2033,W,0.0,0.0
GLO,FY2034,R,0.0,0.0
GLO,FY2034,W,0.0,0.0
GLO,FY2035,R,0.0,0.0
GLO,FY2035,W,0.0,0.0
HYQ,FY2026,R,2.0,0.75
HYQ,FY2026,W,1.0,0.65
HYQ,FY2027,R,2.0,0.75
HYQ,FY2027,W,1.0,0.65
HYQ,FY2028,R,2.0,0.75
HYQ,FY2028,W,1.0,0.65
HYQ,FY2029,R,2.0,0.75
HYQ,FY2029,W,1.0,0.65
HYQ,FY2030,R,2.0,0.75
HYQ,FY2030,W,1.0,0.65
HYQ,FY2031,R,2.0,0.75
HYQ,FY2031,W,1.0,0.65
HYQ,FY2032,R,2.0,0.75
HYQ,FY2032,W,1.0,0.65
HYQ,FY2033,R,2.0,0.75
HYQ,FY2033,W,1.0,0.65
HYQ,FY2034,R,2.0,0.75
HYQ,FY2034,W,1.0,0.65
HYQ,FY2035,R,2.0,0.75
HYQ,FY2035,W,1.0,0.65
INT,FY2026,R,2.0,0.75
INT,FY2026,W,1.0,0.65
INT,FY2027,R,0.0,0.0
INT,FY2027,W,0.0,0.0
INT,FY2028,R,0.0,0.0
INT,FY2028,W,0.0,0.0
INT,FY2029,R,0.0,0.0
INT,FY2029,W,0.0,0.0
INT,FY2030,R,0.0,0.0
INT,FY2030,W,0.0,0.0
INT,FY2031,R,0.0,0.0
INT,FY2031,W,0.0,0.0
INT,FY2032,R,0.0,0.0
INT,FY2032,W,0.0,0.0
INT,FY2033,R,0.0,0.0
INT,FY2033,W,0.0,0.0
INT,FY2034,R,0.0,0.0
INT,FY2034,W,0.0,0.0
INT,FY2035,R,0.0,0.0
INT,FY2035,W,0.0,0.0
LIV,FY2026,R,2.0,0.75
LIV,FY2026,W,1.0,0.65
LIV,FY2027,R,2.0,0.75
LIV,FY2027,W,1.0,0.65
LIV,FY2028,R,2.0,0.75
LIV,FY2028,W,1.0,0.65
LIV,FY2029,R,2.0,0.75
LIV,FY2029,W,1.0,0.65
LIV,FY2030,R,2.0,0.75
LIV,FY2030,W,1.0,0.65
LIV,FY2031,R,2.0,0.75
LIV,FY2031,W,1.0,0.65
LIV,FY2032,R,2.0,0.75
LIV,FY2032,W,1.0,0.65
LIV,FY2033,R,0.0,0.0
LIV,FY2033,W,0.0,0.0
LIV,FY2034,R,0.0,0.0
LIV,FY2034,W,0.0,0.0
LIV,FY2035,R,0.0,0.0
LIV,FY2035,W,0.0,0.0
LVM,FY2026,R,1.5,0.8
LVM,FY2026,W,0.8,0.7
LVM,FY2027,R,1.5,0.8
LVM,FY2027,W,0.8,0.7
LVM,FY2028,R,1.5,0.8
LVM,FY2028,W,0.8,0.7
LVM,FY2029,R,1.5,0.8
LVM,FY2029,W,0.8,0.7
LVM,FY2030,R,1.5,0.8
LVM,FY2030,W,0.8,0.7
LVM,FY2031,R,1.5,0.8
LVM,FY2031,W,0.8,0.7
LVM,FY2032,R,1.5,0.8
LVM,FY2032,W,0.8,0.7
LVM,FY2033,R,1.5,0.8
LVM,FY2033,W,0.8,0.7
LVM,FY2034,R,1.5,0.8
LVM,FY2034,W,0.8,0.7
LVM,FY2035,R,1.5,0.8
LVM,FY2035,W,0.8,0.7
OVE,FY2026,R,2.0,0.45
OVE,FY2026,W,1.0,0.35
OVE,FY2027,R,2.0,0.6
OVE,FY2027,W,1.0,0.5
OVE,FY2028,R,2.0,0.75
OVE,FY2028,W,1.0,0.65
OVE,FY2029,R,2.0,0.75
OVE,FY2029,W,1.0,0.65
OVE,FY2030,R,2.0,0.75
OVE,FY2030,W,1.0,0.65
OVE,FY2031,R,2.0,0.75
OVE,FY2031,W,1.0,0.65
OVE,FY2032,R,2.0,0.75
OVE,FY2032,W,1.0,0.65
OVE,FY2033,R,2.0,0.75
OVE,FY2033,W,1.0,0.65
OVE,FY2034,R,2.0,0.75
OVE,FY2034,W,1.0,0.65
OVE,FY2035,R,2.0,0.75
OVE,FY2035,W,1.0,0.65
REV,FY2026,R,2.0,0.75
REV,FY2026,W,1.0,0.65
REV,FY2027,R,2.0,0.75
REV,FY2027,W,1.0,0.65
REV,FY2028,R,2.0,0.75
REV,FY2028,W,1.0,0.65
REV,FY2029,R,2.0,0.75
REV,FY2029,W,1.0,0.65
REV,FY2030,R,2.0,0.75
REV,FY2030,W,1.0,0.65
REV,FY2031,R,2.0,0.75
REV,FY2031,W,1.0,0.65
REV,FY2032,R,2.0,0.75
REV,FY2032,W,1.0,0.65
REV,FY2033,R,2.0,0.75
REV,FY2033,W,1.0,0.65
REV,FY2034,R,0.0,0.0
REV,FY2034,W,0.0,0.0
REV,FY2035,R,0.0,0.0
REV,FY2035,W,0.0,0.0
RPL,FY2026,R,1.5,0.8
RPL,FY2026,W,0.8,0.7
RPL,FY2027,R,1.5,0.8
RPL,FY2027,W,0.8,0.7
RPL,FY2028,R,1.5,0.8
RPL,FY2028,W,0.8,0.7
RPL,FY2029,R,1.5,0.8
RPL,FY2029,W,0.8,0.7
RPL,FY2030,R,1.5,0.8
RPL,FY2030,W,0.8,0.7
RPL,FY2031,R,1.5,0.8
RPL,FY2031,W,0.8,0.7
RPL,FY2032,R,1.5,0.8
RPL,FY2032,W,0.8,0.7
RPL,FY2033,R,1.5,0.8
RPL,FY2033,W,0.8,0.7
RPL,FY2034,R,1.5,0.8
RPL,FY2034,W,0.8,0.7
RPL,FY2035,R,1.5,0.8
RPL,FY2035,W,0.8,0.7
TKZ,FY2026,R,1.5,0.8
TKZ,FY2026,W,0.8,0.7
TKZ,FY2027,R,1.5,0.8
TKZ,FY2027,W,0.8,0.7
TKZ,FY2028,R,1.5,0.8
TKZ,FY2028,W,0.8,0.7
TKZ,FY2029,R,1.5,0.8
TKZ,FY2029,W,0.8,0.7
TKZ,FY2030,R,1.5,0.8
TKZ,FY2030,W,0.8,0.7
TKZ,FY2031,R,1.5,0.8
TKZ,FY2031,W,0.8,0.7
TKZ,FY2032,R,0.0,0.0
TKZ,FY2032,W,0.0,0.0
TKZ,FY2033,R,0.0,0.0
TKZ,FY2033,W,0.0,0.0
TKZ,FY2034,R,0.0,0.0
TKZ,FY2034,W,0.0,0.0
TKZ,FY2035,R,0.0,0.0
TKZ,FY2035,W,0.0,0.0
TRI,FY2026,R,2.0,0.75
TRI,FY2026,W,1.0,0.65
TRI,FY2027,R,2.0,0.75
TRI,FY2027,W,1.0,0.65
TRI,FY2028,R,2.0,0.75
TRI,FY2028,W,1.0,0.65
TRI,FY2029,R,2.0,0.75
TRI,FY2029,W,1.0,0.65
TRI,FY2030,R,2.0,0.75
TRI,FY2030,W,1.0,0.65
TRI,FY2031,R,2.0,0.75
TRI,FY2031,W,1.0,0.65
TRI,FY2032,R,0.0,0.0
TRI,FY2032,W,0.0,0.0
TRI,FY2033,R,0.0,0.0
TRI,FY2033,W,0.0,0.0
TRI,FY2034,R,0.0,0.0
TRI,FY2034,W,0.0,0.0
TRI,FY2035,R,0.0,0.0
TRI,FY2035,W,0.0,0.0
VON,FY2026,R,1.5,0.8
VON,FY2026,W,0.8,0.7
VON,FY2027,R,1.5,0.8
VON,FY2027,W,0.8,0.7
VON,FY2028,R,1.5,0.8
VON,FY2028,W,0.8,0.7
VON,FY2029,R,1.5,0.8
VON,FY2029,W,0.8,0.7
VON,FY2030,R,1.5,0.8
VON,FY2030,W,0.8,0.7
VON,FY2031,R,1.5,0.8
VON,FY2031,W,0.8,0.7
VON,FY2032,R,1.5,0.8
VON,FY2032,W,0.8,0.7
VON,FY2033,R,1.5,0.8
VON,FY2033,W,0.8,0.7
VON,FY2034,R,1.5,0.8
VON,FY2034,W,0.8,0.7
VON,FY2035,R,1.5,0.8
VON,FY2035,W,0.8,0.7
VPR,FY2026,R,2.0,0.75
VPR,FY2026,W,1.0,0.65
VPR,FY2027,R,2.0,0.75
VPR,FY2027,W,1.0,0.65
VPR,FY2028,R,2.0,0.75
VPR,FY2028,W,1.0,0.65
VPR,FY2029,R,2.0,0.75
VPR,FY2029,W,1.0,0.65
VPR,FY2030,R,2.0,0.75
VPR,FY2030,W,1.0,0.65
VPR,FY2031,R,2.0,0.75
VPR,FY2031,W,1.0,0.65
VPR,FY2032,R,2.0,0.75
VPR,FY2032,W,1.0,0.65
VPR,FY2033,R,0.0,0.0
VPR,FY2033,W,0.0,0.0
VPR,FY2034,R,0.0,0.0
VPR,FY2034,W,0.0,0.0
VPR,FY2035,R,0.0,0.0
VPR,FY2035,W,0.0,0.0
VYV,FY2026,R,2.0,0.75
VYV,FY2026,W,1.0,0.65
VYV,FY2027,R,2.0,0.75
VYV,FY2027,W,1.0,0.65
VYV,FY2028,R,2.0,0.75
VYV,FY2028,W,1.0,0.65
VYV,FY2029,R,2.0,0.75
VYV,FY2029,W,1.0,0.65
VYV,FY2030,R,2.0,0.75
VYV,FY2030,W,1.0,0.65
VYV,FY2031,R,2.0,0.75
VYV,FY2031,W,1.0,0.65
VYV,FY2032,R,2.0,0.75
VYV,FY2032,W,1.0,0.65
VYV,FY2033,R,0.0,0.0
VYV,FY2033,W,0.0,0.0
VYV,FY2034,R,0.0,0.0
VYV,FY2034,W,0.0,0.0
VYV,FY2035,R,0.0,0.0
VYV,FY2035,W,0.0,0.0
WSA,FY2026,R,2.0,0.75
WSA,FY2026,W,1.0,0.65
WSA,FY2027,R,2.0,0.75
WSA,FY2027,W,1.0,0.65
WSA,FY2028,R,2.0,0.75
WSA,FY2028,W,1.0,0.65
WSA,FY2029,R,2.0,0.45
WSA,FY2029,W,1.0,0.35
WSA,FY2030,R,2.0,0.6
WSA,FY2030,W,1.0,0.5
WSA,FY2031,R,2.0,0.75
WSA,FY2031,W,1.0,0.65
WSA,FY2032,R,2.0,0.75
WSA,FY2032,W,1.0,0.65
WSA,FY2033,R,2.0,0.75
WSA,FY2033,W,1.0,0.65
WSA,FY2034,R,2.0,0.75
WSA,FY2034,W,1.0,0.65
WSA,FY2035,R,2.0,0.75
WSA,FY2035,W,1.0,0.65
Zaso,FY2026,R,2.0,0.75
Zaso,FY2026,W,1.0,0.65
Zaso,FY2027,R,2.0,0.45
Zaso,FY2027,W,1.0,0.35
Zaso,FY2028,R,2.0,0.6
Zaso,FY2028,W,1.0,0.5
Zaso,FY2029,R,2.0,0.75
Zaso,FY2029,W,1.0,0.65
Zaso,FY2030,R,2.0,0.75
Zaso,FY2030,W,1.0,0.65
Zaso,FY2031,R,2.0,0.75
Zaso,FY2031,W,1.0,0.65
Zaso,FY2032,R,2.0,0.75
Zaso,FY2032,W,1.0,0.65
Zaso,FY2033,R,2.0,0.75
Zaso,FY2033,W,1.0,0.65
Zaso,FY2034,R,2.0,0.75
Zaso,FY2034,W,1.0,0.65
Zaso,FY2035,R,2.0,0.75
Zaso,FY2035,W,1.0,0.65
