activity_date,facility_id,doctor_id,product_id,activity_type
2024-04-09,F0253,D0525,GLI,webinar
2024-04-09,F0046,D0924,GLI,webinar
2024-04-09,F0153,D0340,GLI,webinar
2024-04-09,F0136,D0233,GLI,webinar
2024-04-09,F0014,D0211,GLI,webinar
2024-04-09,F0081,D0411,GLI,webinar
2024-04-09,F0066,D0303,GLI,webinar
2024-04-09,F0113,D0170,GLI,webinar
2024-04-09,F0265,D1192,GLI,webinar
2024-04-09,F0155,D1080,GLI,webinar
2024-04-09,F0253,D0493,GLI,webinar
2024-04-09,F0015,D0918,GLI,webinar
2024-04-09,F0132,D0818,GLI,webinar
2024-04-09,F0288,D0483,GLI,webinar
2024-04-09,F0160,D1391,GLI,webinar
2024-04-09,F0265,D0771,GLI,webinar
2024-04-09,F0241,D0487,GLI,webinar
2024-04-09,F0168,D0403,GLI,webinar
2024-04-09,F0102,D1171,GLI,webinar
2024-04-09,F0187,D1038,GLI,webinar
2024-04-09,F0112,D0444,GLI,webinar
2024-04-09,F0126,D0132,GLI,webinar
2024-04-09,F0121,D0702,GLI,webinar
2024-04-09,F0190,D0511,GLI,webinar
2024-04-09,F0216,D1150,GLI,webinar
2024-04-09,F0177,D0366,GLI,webinar
2024-04-09,F0111,D0671,GLI,webinar
2024-04-09,F0264,D0212,GLI,webinar
2024-04-09,F0238,D0814,GLI,webinar
2024-04-09,F0079,D0697,GLI,webinar
2024-04-09,F0252,D0268,GLI,webinar
2024-04-09,F0179,D1044,GLI,webinar
2024-04-09,F0002,D0246,GLI,webinar
2024-04-09,F0019,D1015,GLI,webinar
2024-04-09,F0206,D0188,GLI,webinar
2024-04-09,F0071,D0037,GLI,webinar
2024-04-09,F0286,D1334,GLI,webinar
2024-04-09,F0217,D0519,GLI,webinar
2024-04-09,F0191,D0770,GLI,webinar
2024-04-09,F0024,D0971,GLI,webinar
2024-04-09,F0013,D0302,GLI,webinar
2024-04-09,F0149,D0919,GLI,webinar
2024-04-09,F0275,D0754,GLI,webinar
2024-04-09,F0005,D1024,GLI,webinar
2024-04-09,F0016,D0099,GLI,webinar
2024-04-09,F0252,D1361,GLI,webinar
2024-04-09,F0057,D0745,GLI,webinar
2024-04-09,F0049,D0887,GLI,webinar
2024-04-09,F0296,D0793,GLI,webinar
2024-04-09,F0172,D0855,GLI,webinar
2024-04-09,F0177,D1233,GLI,webinar
2024-04-09,F0008,D1183,GLI,webinar
2024-04-09,F0063,D0135,GLI,webinar
2024-04-09,F0203,D0729,GLI,webinar
2024-04-09,F0073,D0651,GLI,webinar
2024-04-09,F0254,D1284,GLI,webinar
2024-04-09,F0163,D0780,GLI,webinar
2024-04-09,F0027,D0931,GLI,webinar
2024-04-09,F0294,D1049,GLI,webinar
2024-04-09,F0239,D0092,GLI,webinar
2024-04-09,F0219,D1185,GLI,webinar
2024-04-09,F0181,D1164,GLI,webinar
2024-04-09,F0232,D0045,GLI,webinar
2024-04-09,F0133,D0335,GLI,webinar
2024-04-09,F0185,D0072,GLI,webinar
2024-04-09,F0276,D0069,GLI,webinar
2024-04-09,F0125,D0885,GLI,webinar
2024-04-09,F0022,D0422,GLI,webinar
2024-04-09,F0127,D0585,GLI,webinar
2024-04-09,F0135,D0719,GLI,webinar
2024-04-09,F0264,D1224,GLI,webinar
2024-04-09,F0170,D0429,GLI,webinar
2024-04-09,F0277,D1372,GLI,webinar
2024-04-09,F0085,D0428,GLI,webinar
2024-04-09,F0141,D1202,GLI,webinar
2024-04-09,F0004,D0201,GLI,webinar
2024-04-09,F0008,D0221,GLI,webinar
2024-04-09,F0052,D0432,GLI,webinar
2024-04-09,F0085,D0810,GLI,webinar
2024-04-09,F0060,D1170,GLI,webinar
2024-04-09,F0236,D0816,GLI,webinar
2024-04-09,F0159,D0792,GLI,webinar
2024-04-09,F0253,D0900,GLI,webinar
2024-04-09,F0130,D0896,GLI,webinar
2024-04-09,F0128,D1241,GLI,webinar
2024-04-09,F0018,D1379,GLI,webinar
2024-04-09,F0043,D0490,GLI,webinar
2024-04-09,F0229,D0142,GLI,webinar
2024-04-09,F0162,D0277,GLI,webinar
2024-04-09,F0227,D0498,GLI,webinar
2024-04-09,F0004,D0190,GLI,webinar
2024-04-09,F0226,D0465,GLI,webinar
2024-04-09,F0013,D0270,GLI,webinar
2024-04-09,F0084,D0350,GLI,webinar
2024-04-09,F0283,D0336,GLI,webinar
2024-04-09,F0212,D0464,GLI,webinar
2024-04-09,F0003,D0575,GLI,webinar
2024-04-09,F0047,D0629,GLI,webinar
2024-04-09,F0191,D0867,GLI,webinar
2024-04-09,F0069,D0912,GLI,webinar
2024-04-09,F0015,D0670,GLI,webinar
2024-04-09,F0162,D0540,GLI,webinar
2024-04-09,F0158,D0595,GLI,webinar
2024-04-09,F0054,D1102,GLI,webinar
2024-04-09,F0282,D1089,GLI,webinar
2024-04-09,F0045,D1007,GLI,webinar
2024-04-09,F0124,D0360,GLI,webinar
2024-04-09,F0270,D1032,GLI,webinar
2024-04-09,F0224,D0539,GLI,webinar
2024-04-09,F0050,D0996,GLI,webinar
2024-04-09,F0005,D0289,GLI,webinar
2024-04-09,F0251,D0497,GLI,webinar
2024-04-09,F0273,D0969,GLI,webinar
2024-04-09,F0037,D1276,GLI,webinar
2024-04-09,F0086,D0782,GLI,webinar
2024-04-09,F0119,D1066,GLI,webinar
2024-04-09,F0258,D0010,GLI,webinar
2024-04-09,F0286,D0669,GLI,webinar
2024-04-09,F0280,D0543,GLI,webinar
2024-04-09,F0267,D1092,GLI,webinar
2024-04-09,F0212,D0939,GLI,webinar
2024-04-09,F0029,D0191,GLI,webinar
2024-04-09,F0196,D0605,GLI,webinar
2024-04-09,F0009,D0893,GLI,webinar
2024-04-09,F0054,D0574,GLI,webinar
2024-04-09,F0222,D0205,GLI,webinar
2024-04-09,F0185,D0001,GLI,webinar
2024-04-09,F0217,D0608,GLI,webinar
2024-04-09,F0089,D0196,GLI,webinar
2024-04-09,F0178,D0796,GLI,webinar
2024-04-09,F0047,D0446,GLI,webinar
2024-04-09,F0266,D1215,GLI,webinar
2024-04-09,F0027,D1331,GLI,webinar
2024-04-09,F0188,D1155,GLI,webinar
2024-04-09,F0280,D0093,GLI,webinar
2024-04-09,F0268,D1006,GLI,webinar
2024-04-09,F0004,D1082,GLI,webinar
2024-04-09,F0001,D1349,GLI,webinar
2024-04-09,F0220,D0433,GLI,webinar
2024-04-09,F0064,D1388,GLI,webinar
2024-04-09,F0029,D0074,GLI,webinar
2024-04-09,F0005,D0239,GLI,webinar
2024-04-09,F0221,D1114,GLI,webinar
2024-04-09,F0240,D0412,GLI,webinar
2024-04-09,F0155,D0983,GLI,webinar
2024-04-09,F0105,D0807,GLI,webinar
2024-04-09,F0083,D0891,GLI,webinar
2024-04-09,F0281,D0164,GLI,webinar
2024-04-09,F0051,D0103,GLI,webinar
2024-04-09,F0083,D0722,GLI,webinar
2024-04-09,F0157,D0079,GLI,webinar
2024-04-09,F0134,D0693,GLI,webinar
2024-04-09,F0245,D0826,GLI,webinar
2024-04-09,F0241,D0599,GLI,webinar
2024-04-09,F0125,D0984,GLI,webinar
2024-04-09,F0159,D1320,GLI,webinar
2024-04-09,F0074,D0507,GLI,webinar
2024-04-09,F0234,D0002,GLI,webinar
2024-04-09,F0077,D0825,GLI,webinar
2024-04-09,F0265,D1034,GLI,webinar
2024-04-09,F0191,D0817,GLI,webinar
2024-04-09,F0109,D0972,GLI,webinar
2024-04-09,F0223,D0436,GLI,webinar
2024-04-09,F0114,D1118,GLI,webinar
2024-04-09,F0056,D1291,GLI,webinar
2024-04-09,F0115,D0158,GLI,webinar
2024-04-09,F0056,D1063,GLI,webinar
2024-04-09,F0280,D0122,GLI,webinar
2024-04-09,F0241,D0252,GLI,webinar
2024-04-09,F0271,D0715,GLI,webinar
2024-04-09,F0007,D0929,GLI,webinar
2024-04-09,F0003,D0107,GLI,webinar
2024-04-09,F0051,D0085,GLI,webinar
2024-04-09,F0042,D0020,GLI,webinar
2024-04-09,F0156,D0415,GLI,webinar
2024-04-09,F0124,D0895,GLI,webinar
2024-04-09,F0192,D0635,GLI,webinar
2024-04-09,F0158,D1065,GLI,webinar
2024-04-09,F0246,D0249,GLI,webinar
2024-04-09,F0134,D0663,GLI,webinar
2024-04-09,F0154,D0400,GLI,webinar
2024-04-09,F0255,D0256,GLI,webinar
2024-04-09,F0299,D1398,GLI,webinar
2024-04-09,F0182,D0025,GLI,webinar
2024-04-09,F0260,D0229,GLI,webinar
2024-04-09,F0185,D0353,GLI,webinar
2024-04-09,F0049,D1095,GLI,webinar
2024-04-09,F0025,D0496,GLI,webinar
2024-04-09,F0225,D1299,GLI,webinar
2024-04-09,F0074,D0257,GLI,webinar
2024-04-09,F0094,D0862,GLI,webinar
2024-04-09,F0001,D0882,GLI,webinar
2024-04-09,F0179,D1008,GLI,webinar
2024-04-09,F0183,D0581,GLI,webinar
2024-04-09,F0039,D1030,GLI,webinar
2024-04-09,F0122,D0342,GLI,webinar
2024-04-09,F0070,D0026,GLI,webinar
2024-04-09,F0198,D1381,GLI,webinar
2024-04-09,F0145,D0044,GLI,webinar
2024-04-09,F0279,D0582,GLI,webinar
2024-04-09,F0135,D1043,GLI,webinar
2024-04-09,F0277,D0481,GLI,webinar
2024-04-09,F0023,D1311,GLI,webinar
2024-04-09,F0117,D0466,GLI,webinar
2024-04-09,F0032,D0218,GLI,webinar
2024-04-09,F0190,D0280,GLI,webinar
2024-04-09,F0112,D0309,GLI,webinar
2024-04-09,F0203,D0471,GLI,webinar
2024-04-09,F0254,D0999,GLI,webinar
2024-04-09,F0030,D1138,GLI,webinar
2024-04-09,F0217,D0097,GLI,webinar
2024-04-09,F0283,D1310,GLI,webinar
2024-04-09,F0129,D1087,GLI,webinar
2024-04-09,F0097,D0007,GLI,webinar
2024-04-09,F0254,D0265,GLI,webinar
2024-04-09,F0277,D0406,GLI,webinar
2024-04-09,F0074,D1211,GLI,webinar
2024-04-09,F0042,D0082,GLI,webinar
2024-04-09,F0239,D0654,GLI,webinar
2024-04-09,F0202,D1013,GLI,webinar
2024-04-09,F0034,D1216,GLI,webinar
2024-04-09,F0056,D0832,GLI,webinar
2024-04-09,F0195,D0334,GLI,webinar
2024-04-09,F0166,D1397,GLI,webinar
2024-04-09,F0091,D0202,GLI,webinar
2024-04-09,F0033,D0672,GLI,webinar
2024-04-09,F0219,D0160,GLI,webinar
2024-04-09,F0153,D1018,GLI,webinar
2024-04-09,F0049,D0956,GLI,webinar
2024-04-09,F0246,D1364,GLI,webinar
2024-04-09,F0202,D0706,GLI,webinar
2024-04-09,F0017,D0426,GLI,webinar
2024-04-09,F0289,D1100,GLI,webinar
2024-04-09,F0288,D1210,GLI,webinar
2024-04-09,F0259,D0819,GLI,webinar
2024-04-09,F0200,D0219,GLI,webinar
2024-04-09,F0289,D0610,GLI,webinar
2024-04-09,F0275,D0042,GLI,webinar
2024-04-09,F0100,D0894,GLI,webinar
2024-04-09,F0040,D1326,GLI,webinar
2024-04-06,F0229,D0675,GLI,e_contents
2024-04-20,F0198,D1381,GLI,e_contents
2024-04-18,F0082,D0179,GLI,e_contents
2024-04-11,F0085,D0428,GLI,e_contents
2024-04-03,F0029,D0351,GLI,e_contents
2024-04-26,F0211,D0995,GLI,e_contents
2024-04-07,F0095,D0414,GLI,e_contents
2024-04-24,F0124,D0360,GLI,e_contents
2024-04-22,F0044,D1012,GLI,e_contents
2024-04-02,F0202,D0041,GLI,e_contents
2024-04-26,F0201,D0259,GLI,e_contents
2024-04-04,F0052,D1016,GLI,e_contents
2024-04-01,F0217,D1041,GLI,e_contents
2024-04-21,F0070,D0879,GLI,e_contents
2024-04-29,F0252,D1059,GLI,e_contents
2024-04-19,F0126,D0329,GLI,e_contents
2024-04-09,F0207,D0947,GLI,e_contents
2024-04-01,F0067,D0657,GLI,e_contents
2024-04-03,F0008,D0221,GLI,e_contents
2024-04-18,F0158,D0474,GLI,e_contents
2024-04-02,F0040,D1045,GLI,e_contents
2024-04-02,F0014,D1206,GLI,e_contents
2024-04-15,F0183,D1158,GLI,e_contents
2024-04-11,F0171,D1072,GLI,e_contents
2024-04-06,F0288,D1210,GLI,e_contents
2024-04-05,F0213,D0292,GLI,e_contents
2024-04-07,F0137,D1253,GLI,e_contents
2024-04-14,F0295,D0314,GLI,e_contents
2024-04-10,F0002,D0173,GLI,e_contents
2024-04-20,F0144,D0501,GLI,e_contents
2024-04-20,F0173,D0744,GLI,e_contents
2024-04-03,F0139,D0047,GLI,e_contents
2024-04-25,F0007,D0567,GLI,e_contents
2024-04-01,F0129,D1087,GLI,e_contents
2024-04-12,F0223,D0794,GLI,e_contents
2024-04-29,F0076,D1252,GLI,e_contents
2024-04-02,F0066,D0755,GLI,e_contents
2024-04-29,F0054,D0574,GLI,e_contents
2024-04-26,F0280,D0543,GLI,e_contents
2024-04-18,F0055,D0035,GLI,e_contents
2024-04-04,F0099,D0032,GLI,e_contents
2024-04-04,F0137,D0966,GLI,e_contents
2024-04-27,F0071,D0119,GLI,e_contents
2024-04-14,F0278,D1390,GLI,e_contents
2024-04-28,F0061,D1196,GLI,e_contents
2024-04-01,F0125,D1288,GLI,e_contents
2024-04-29,F0259,D0989,GLI,e_contents
2024-04-24,F0236,D0125,GLI,e_contents
2024-04-02,F0157,D0079,GLI,e_contents
2024-04-16,F0160,D0953,GLI,e_contents
2024-04-21,F0024,D0988,GLI,e_contents
2024-04-28,F0043,D0234,GLI,e_contents
2024-04-01,F0050,D1336,GLI,e_contents
2024-04-09,F0097,D0804,GLI,e_contents
2024-04-26,F0196,D1212,GLI,e_contents
2024-04-05,F0280,D1377,GLI,e_contents
2024-04-16,F0221,D0062,GLI,e_contents
2024-04-14,F0221,D1114,GLI,e_contents
2024-04-06,F0170,D0589,GLI,e_contents
2024-04-02,F0090,D0800,GLI,e_contents
2024-04-14,F0178,D0098,GLI,e_contents
2024-04-18,F0172,D1159,GLI,e_contents
2024-04-20,F0037,D0183,GLI,e_contents
2024-04-17,F0074,D0257,GLI,e_contents
2024-04-13,F0232,D0045,GLI,e_contents
2024-04-18,F0255,D0563,GLI,e_contents
2024-04-02,F0100,D0894,GLI,e_contents
2024-04-27,F0029,D1090,GLI,e_contents
2024-04-02,F0180,D0065,GLI,e_contents
2024-04-17,F0104,D0636,GLI,e_contents
2024-04-04,F0144,D1199,GLI,e_contents
2024-04-02,F0235,D0612,GLI,e_contents
2024-04-04,F0069,D0903,GLI,e_contents
2024-04-20,F0252,D0268,GLI,e_contents
2024-04-05,F0236,D0013,GLI,e_contents
2024-04-10,F0200,D0219,GLI,e_contents
2024-04-28,F0191,D0358,GLI,e_contents
2024-04-09,F0161,D1322,GLI,e_contents
2024-04-17,F0225,D0634,GLI,e_contents
2024-04-16,F0243,D0401,GLI,e_contents
2024-04-23,F0070,D0945,GLI,e_contents
2024-04-19,F0004,D0201,GLI,e_contents
2024-04-02,F0117,D0466,GLI,e_contents
2024-04-04,F0166,D1240,GLI,e_contents
2024-04-17,F0221,D1260,GLI,e_contents
2024-04-01,F0034,D1216,GLI,e_contents
2024-04-25,F0096,D1004,GLI,e_contents
2024-04-30,F0255,D0256,GLI,e_contents
2024-04-04,F0191,D0143,GLI,e_contents
2024-04-19,F0295,D0781,GLI,e_contents
2024-04-20,F0276,D0570,GLI,e_contents
2024-04-24,F0191,D0596,GLI,e_contents
2024-04-13,F0151,D1137,GLI,e_contents
2024-04-06,F0060,D0238,GLI,e_contents
2024-04-17,F0155,D0696,GLI,e_contents
2024-04-09,F0103,D1378,GLI,e_contents
2024-04-21,F0014,D0211,GLI,e_contents
2024-04-26,F0087,D0255,GLI,e_contents
2024-04-24,F0002,D0694,GLI,e_contents
2024-04-17,F0286,D1232,GLI,e_contents
2024-04-12,F0274,D0240,GLI,e_contents
2024-04-18,F0152,D1167,GLI,e_contents
2024-04-11,F0296,D1076,GLI,e_contents
2024-04-25,F0190,D0572,GLI,e_contents
2024-04-26,F0262,D0321,GLI,e_contents
2024-04-27,F0283,D1310,GLI,e_contents
2024-04-20,F0075,D0915,GLI,e_contents
2024-04-10,F0172,D0322,GLI,e_contents
2024-04-18,F0102,D0576,GLI,e_contents
2024-04-19,F0042,D1236,GLI,e_contents
2024-04-05,F0148,D0877,GLI,e_contents
2024-04-03,F0123,D0740,GLI,e_contents
2024-04-08,F0119,D0878,GLI,e_contents
2024-04-27,F0009,D0990,GLI,e_contents
2024-04-01,F0019,D1289,GLI,e_contents
2024-04-20,F0283,D1237,GLI,e_contents
2024-04-09,F0080,D0018,GLI,e_contents
2024-04-27,F0232,D0958,GLI,e_contents
2024-04-11,F0111,D0551,GLI,e_contents
2024-04-06,F0157,D1200,GLI,e_contents
2024-04-04,F0155,D0983,GLI,e_contents
2024-04-24,F0153,D0340,GLI,e_contents
2024-04-11,F0043,D0490,GLI,e_contents
2024-04-09,F0194,D1117,GLI,e_contents
2024-04-19,F0001,D1396,GLI,e_contents
2024-04-21,F0263,D1058,GLI,e_contents
2024-04-05,F0222,D1261,GLI,e_contents
2024-04-27,F0296,D0172,GLI,e_contents
2024-04-07,F0133,D0335,GLI,e_contents
2024-04-12,F0030,D0291,GLI,e_contents
2024-04-28,F0227,D1190,GLI,e_contents
2024-04-30,F0239,D1386,GLI,e_contents
2024-04-16,F0282,D1089,GLI,e_contents
2024-04-23,F0208,D1014,GLI,e_contents
2024-04-02,F0039,D0345,GLI,e_contents
2024-04-20,F0222,D0031,GLI,e_contents
2024-04-24,F0027,D0943,GLI,e_contents
2024-04-14,F0078,D1204,GLI,e_contents
2024-04-25,F0029,D0191,GLI,e_contents
2024-04-11,F0037,D1019,GLI,e_contents
2024-04-25,F0006,D0994,GLI,e_contents
2024-04-10,F0080,D1021,GLI,e_contents
2024-04-23,F0285,D0163,GLI,e_contents
2024-04-04,F0226,D1067,GLI,e_contents
2024-04-10,F0255,D1263,GLI,e_contents
2024-04-01,F0176,D1191,GLI,e_contents
2024-04-09,F0124,D1119,GLI,e_contents
2024-04-16,F0237,D0390,GLI,e_contents
2024-04-20,F0190,D0511,GLI,e_contents
2024-04-20,F0254,D1244,GLI,e_contents
2024-04-08,F0241,D0660,GLI,e_contents
2024-04-04,F0157,D0410,GLI,e_contents
2024-04-07,F0270,D0957,GLI,e_contents
2024-04-08,F0135,D1290,GLI,e_contents
2024-04-10,F0208,D0583,GLI,e_contents
2024-04-24,F0141,D1097,GLI,e_contents
2024-04-18,F0289,D0643,GLI,e_contents
2024-04-14,F0159,D1357,GLI,e_contents
2024-04-16,F0159,D0792,GLI,e_contents
2024-04-07,F0263,D1298,GLI,e_contents
2024-04-19,F0217,D0608,GLI,e_contents
2024-04-26,F0280,D1151,GLI,e_contents
2024-04-08,F0074,D1292,GLI,e_contents
2024-04-10,F0102,D0027,GLI,e_contents
2024-04-26,F0192,D0635,GLI,e_contents
2024-04-22,F0256,D0282,GLI,e_contents
2024-04-03,F0269,D0704,GLI,e_contents
2024-04-18,F0246,D0141,GLI,e_contents
2024-04-23,F0296,D0646,GLI,e_contents
2024-04-14,F0064,D1389,GLI,e_contents
2024-04-05,F0266,D1215,GLI,e_contents
2024-04-25,F0151,D0453,GLI,e_contents
2024-04-17,F0195,D0655,GLI,e_contents
2024-04-12,F0245,D1243,GLI,e_contents
2024-04-29,F0022,D1353,GLI,e_contents
2024-04-11,F0234,D1131,GLI,e_contents
2024-04-09,F0162,D0540,GLI,e_contents
2024-04-18,F0210,D0332,GLI,e_contents
2024-04-14,F0264,D0601,GLI,e_contents
2024-04-04,F0022,D0059,GLI,e_contents
2024-04-16,F0243,D0237,GLI,e_contents
2024-04-28,F0101,D0430,GLI,e_contents
2024-04-13,F0115,D1345,GLI,e_contents
2024-04-16,F0254,D0175,GLI,e_contents
2024-04-04,F0276,D0204,GLI,e_contents
2024-04-13,F0244,D0974,GLI,e_contents
2024-04-12,F0234,D0869,GLI,e_contents
2024-04-27,F0135,D1043,GLI,e_contents
2024-04-17,F0273,D0969,GLI,e_contents
2024-04-15,F0081,D1073,GLI,e_contents
2024-04-10,F0087,D0883,GLI,e_contents
2024-04-10,F0190,D0280,GLI,e_contents
2024-04-21,F0006,D0766,GLI,e_contents
2024-04-17,F0222,D0205,GLI,e_contents
2024-04-12,F0015,D0918,GLI,e_contents
2024-04-01,F0116,D0868,GLI,e_contents
2024-04-21,F0218,D1070,GLI,e_contents
2024-04-13,F0271,D0715,GLI,e_contents
2024-04-08,F0271,D0437,GLI,e_contents
2024-04-01,F0090,D0803,GLI,e_contents
2024-04-06,F0163,D0327,GLI,e_contents
2024-04-25,F0042,D0169,GLI,e_contents
2024-04-18,F0219,D0160,GLI,e_contents
2024-04-18,F0214,D0477,GLI,e_contents
2024-04-12,F0032,D0218,GLI,e_contents
2024-04-19,F0167,D1338,GLI,e_contents
2024-04-28,F0044,D0463,GLI,e_contents
2024-04-27,F0055,D1329,GLI,e_contents
2024-04-12,F0177,D0556,GLI,e_contents
2024-04-10,F0189,D1153,GLI,e_contents
2024-04-06,F0084,D0350,GLI,e_contents
2024-04-06,F0247,D0425,GLI,e_contents
2024-04-30,F0177,D0823,GLI,e_contents
2024-04-30,F0222,D0003,GLI,e_contents
2024-04-20,F0074,D0507,GLI,e_contents
2024-04-30,F0275,D0042,GLI,e_contents
2024-04-20,F0276,D1105,GLI,e_contents
2024-04-28,F0288,D0776,GLI,e_contents
2024-04-11,F0009,D0230,GLI,e_contents
2024-04-06,F0013,D1271,GLI,e_contents
2024-04-06,F0167,D0529,GLI,e_contents
2024-04-04,F0180,D0905,GLI,e_contents
2024-04-16,F0174,D1027,GLI,e_contents
2024-04-10,F0002,D0246,GLI,e_contents
2024-04-04,F0096,D0976,GLI,e_contents
2024-04-04,F0252,D0486,GLI,e_contents
2024-04-28,F0224,D0278,GLI,e_contents
2024-04-12,F0242,D1149,GLI,e_contents
2024-04-10,F0019,D0751,GLI,e_contents
2024-04-26,F0179,D1054,GLI,e_contents
2024-04-17,F0074,D0524,GLI,e_contents
2024-04-14,F0141,D1112,GLI,e_contents
2024-04-04,F0124,D0895,GLI,e_contents
2024-04-13,F0196,D1123,GLI,e_contents
2024-04-13,F0044,D0324,GLI,e_contents
2024-04-03,F0240,D0116,GLI,e_contents
2024-04-21,F0110,D0146,GLI,e_contents
2024-04-22,F0046,D0924,GLI,e_contents
2024-04-01,F0267,D0775,GLI,e_contents
2024-04-06,F0100,D1305,GLI,e_contents
2024-04-22,F0292,D1355,GLI,e_contents
2024-04-19,F0196,D0224,GLI,e_contents
2024-04-23,F0257,D0043,GLI,e_contents
2024-04-15,F0158,D0595,GLI,e_contents
2024-04-17,F0239,D0092,GLI,e_contents
2024-04-02,F0125,D0443,GLI,e_contents
2024-04-21,F0264,D0212,GLI,e_contents
2024-04-06,F0017,D0667,GLI,e_contents
2024-04-27,F0022,D0422,GLI,e_contents
2024-04-05,F0206,D0036,GLI,e_contents
2024-04-23,F0052,D0833,GLI,e_contents
2024-04-18,F0019,D1015,GLI,e_contents
2024-04-03,F0185,D0001,GLI,e_contents
2024-04-25,F0064,D1110,GLI,e_contents
2024-04-28,F0270,D0228,GLI,e_contents
2024-04-15,F0203,D1213,GLI,e_contents
2024-04-08,F0016,D0853,GLI,e_contents
2024-04-28,F0220,D1124,GLI,e_contents
2024-04-02,F0090,D0639,GLI,e_contents
2024-04-17,F0119,D1094,GLI,e_contents
2024-04-04,F0087,D0241,GLI,e_contents
2024-04-18,F0289,D0777,GLI,e_contents
2024-04-24,F0191,D0867,GLI,e_contents
2024-04-25,F0248,D1003,GLI,e_contents
2024-04-24,F0222,D0849,GLI,e_contents
2024-04-23,F0050,D0476,GLI,e_contents
2024-04-27,F0045,D1098,GLI,e_contents
2024-04-23,F0254,D1284,GLI,e_contents
2024-04-04,F0021,D1169,GLI,e_contents
2024-04-23,F0205,D1096,GLI,e_contents
2024-04-04,F0134,D1129,GLI,e_contents
2024-04-13,F0132,D1392,GLI,e_contents
2024-04-21,F0255,D0948,GLI,e_contents
2024-04-25,F0110,D0760,GLI,e_contents
2024-04-01,F0038,D1005,GLI,e_contents
2024-04-25,F0043,D1363,GLI,e_contents
2024-04-14,F0186,D1061,GLI,e_contents
2024-04-21,F0053,D0161,GLI,e_contents
2024-05-07,F0286,D0669,GLI,webinar
2024-05-07,F0297,D1147,GLI,webinar
2024-05-07,F0144,D0908,GLI,webinar
2024-05-07,F0166,D0055,GLI,webinar
2024-05-07,F0131,D1324,GLI,webinar
2024-05-07,F0220,D0433,GLI,webinar
2024-05-07,F0191,D0320,GLI,webinar
2024-05-07,F0089,D0738,GLI,webinar
2024-05-07,F0291,D0967,GLI,webinar
2024-05-07,F0014,D0211,GLI,webinar
2024-05-07,F0253,D0900,GLI,webinar
2024-05-07,F0156,D0415,GLI,webinar
2024-05-07,F0017,D0298,GLI,webinar
2024-05-07,F0113,D0313,GLI,webinar
2024-05-07,F0248,D0194,GLI,webinar
2024-05-07,F0018,D1201,GLI,webinar
2024-05-07,F0019,D0019,GLI,webinar
2024-05-07,F0104,D1047,GLI,webinar
2024-05-07,F0041,D1219,GLI,webinar
2024-05-07,F0110,D0538,GLI,webinar
2024-05-07,F0154,D0842,GLI,webinar
2024-05-07,F0208,D1014,GLI,webinar
