product_id,fiscal_year,rw_tier,target_freq,achievement_rate
TKZ,FY2035,R,0,0
TKZ,FY2035,W,0,0
TRI,FY2026,R,1.5,0.75
TRI,FY2026,W,1,0.65
TRI,FY2027,R,1.5,0.75
TRI,FY2027,W,1,0.65
TRI,FY2028,R,1.5,0.75
TRI,FY2028,W,1,0.65
TRI,FY2029,R,1.5,0.75
TRI,FY2029,W,1,0.65
TRI,FY2030,R,1.5,0.75
TRI,FY2030,W,1,0.65
TRI,FY2031,R,1.5,0.75
TRI,FY2031,W,1,0.65
TRI,FY2032,R,0,0
TRI,FY2032,W,0,0
TRI,FY2033,R,0,0
TRI,FY2033,W,0,0
TRI,FY2034,R,0,0
TRI,FY2034,W,0,0
TRI,FY2035,R,0,0
TRI,FY2035,W,0,0
VON,FY2026,R,0.3,0.8
VON,FY2026,W,0.1,0.7
VON,FY2027,R,0.3,0.8
VON,FY2027,W,0.1,0.7
VON,FY2028,R,0.3,0.8
VON,FY2028,W,0.1,0.7
VON,FY2029,R,0.3,0.8
VON,FY2029,W,0.1,0.7
VON,FY2030,R,0.3,0.8
VON,FY2030,W,0.1,0.7
VON,FY2031,R,0.3,0.8
VON,FY2031,W,0.1,0.7
VON,FY2032,R,0.3,0.8
VON,FY2032,W,0.1,0.7
VON,FY2033,R,0.3,0.8
VON,FY2033,W,0.1,0.7
VON,FY2034,R,0.3,0.8
VON,FY2034,W,0.1,0.7
VON,FY2035,R,0.3,0.8
VON,FY2035,W,0.1,0.7
VPR,FY2026,R,0.5,0.75
VPR,FY2026,W,0.2,0.65
VPR,FY2027,R,0.5,0.75
VPR,FY2027,W,0.2,0.65
VPR,FY2028,R,0.5,0.75
VPR,FY2028,W,0.2,0.65
VPR,FY2029,R,0.5,0.75
VPR,FY2029,W,0.2,0.65
VPR,FY2030,R,0.5,0.75
VPR,FY2030,W,0.2,0.65
VPR,FY2031,R,0.5,0.75
VPR,FY2031,W,0.2,0.65
VPR,FY2032,R,0.5,0.75
VPR,FY2032,W,0.2,0.65
VPR,FY2033,R,0,0
VPR,FY2033,W,0,0
VPR,FY2034,R,0,0
VPR,FY2034,W,0,0
VPR,FY2035,R,0,0
VPR,FY2035,W,0,0
VYV,FY2026,R,1,0.75
VYV,FY2026,W,0,0
VYV,FY2027,R,1,0.75
VYV,FY2027,W,0,0
VYV,FY2028,R,1,0.75
VYV,FY2028,W,0,0
VYV,FY2029,R,1,0.75
VYV,FY2029,W,0,0
VYV,FY2030,R,1,0.75
VYV,FY2030,W,0,0
VYV,FY2031,R,1,0.75
VYV,FY2031,W,0,0
VYV,FY2032,R,1,0.75
VYV,FY2032,W,0,0
VYV,FY2033,R,0,0
VYV,FY2033,W,0,0
VYV,FY2034,R,0,0
VYV,FY2034,W,0,0
VYV,FY2035,R,0,0
VYV,FY2035,W,0,0
Meza,FY2026,R,0,0
Meza,FY2026,W,0,0
Meza,FY2027,R,0,0
Meza,FY2027,W,0,0
Meza,FY2028,R,0,0
Meza,FY2028,W,0,0
Meza,FY2029,R,2.0,0.75
Meza,FY2029,W,1.0,0.65
Meza,FY2030,R,2.0,0.75
Meza,FY2030,W,1.0,0.65
Meza,FY2031,R,2.0,0.75
Meza,FY2031,W,1.0,0.65
Meza,FY2032,R,2.0,0.75
Meza,FY2032,W,1.0,0.65
Meza,FY2033,R,2.0,0.75
Meza,FY2033,W,1.0,0.65
Meza,FY2034,R,2.0,0.75
Meza,FY2034,W,1.0,0.65
Meza,FY2035,R,2.0,0.75
Meza,FY2035,W,1.0,0.65
Zaso,FY2026,R,2,0.75
Zaso,FY2026,W,1,0.65
Zaso,FY2027,R,2,0.75
Zaso,FY2027,W,1,0.65
Zaso,FY2028,R,2,0.75
Zaso,FY2028,W,1,0.65
Zaso,FY2029,R,2,0.75
Zaso,FY2029,W,1,0.65
Zaso,FY2030,R,2,0.75
Zaso,FY2030,W,1,0.65
Zaso,FY2031,R,2,0.75
Zaso,FY2031,W,1,0.65
Zaso,FY2032,R,2,0.75
Zaso,FY2032,W,1,0.65
Zaso,FY2033,R,2,0.75
Zaso,FY2033,W,1,0.65
Zaso,FY2034,R,2,0.75
Zaso,FY2034,W,1,0.65
Zaso,FY2035,R,2,0.75
Zaso,FY2035,W,1,0.65
SYN,FY2026,R,0,0
SYN,FY2026,W,0,0
SYN,FY2027,R,0,0
SYN,FY2027,W,0,0
SYN,FY2028,R,0,0
SYN,FY2028,W,0,0
SYN,FY2029,R,0,0
SYN,FY2029,W,0,0
SYN,FY2030,R,0,0
SYN,FY2030,W,0,0
SYN,FY2031,R,2,0.75
SYN,FY2031,W,1,0.65
SYN,FY2032,R,2,0.75
SYN,FY2032,W,1,0.65
SYN,FY2033,R,2,0.75
SYN,FY2033,W,1,0.65
SYN,FY2034,R,2,0.75
SYN,FY2034,W,1,0.65
SYN,FY2035,R,2,0.75
SYN,FY2035,W,1,0.65
TAK881,FY2026,R,0,0
TAK881,FY2026,W,0,0
TAK881,FY2027,R,0,0
TAK881,FY2027,W,0,0
TAK881,FY2028,R,1.0,0.45
TAK881,FY2028,W,0.5,0.35
TAK881,FY2029,R,1.0,0.6
TAK881,FY2029,W,0.5,0.5
TAK881,FY2030,R,1.0,0.75
TAK881,FY2030,W,0.5,0.65
TAK881,FY2031,R,1.0,0.75
TAK881,FY2031,W,0.5,0.65
TAK881,FY2032,R,1.0,0.75
TAK881,FY2032,W,0.5,0.65
TAK881,FY2033,R,1.0,0.75
TAK881,FY2033,W,0.5,0.65
TAK881,FY2034,R,1.0,0.75
TAK881,FY2034,W,0.5,0.65
TAK881,FY2035,R,1.0,0.75
TAK881,FY2035,W,0.5,0.65
FIR,FY2026,R,1.5,0.8
FIR,FY2026,W,0.8,0.7
FIR,FY2027,R,1.5,0.8
FIR,FY2027,W,0.8,0.7
FIR,FY2028,R,1.5,0.8
FIR,FY2028,W,0.8,0.7
FIR,FY2029,R,1.5,0.8
FIR,FY2029,W,0.8,0.7
FIR,FY2030,R,1.5,0.8
FIR,FY2030,W,0.8,0.7
FIR,FY2031,R,1.5,0.8
FIR,FY2031,W,0.8,0.7
FIR,FY2032,R,1.5,0.75
FIR,FY2032,W,0.8,0.65
FIR,FY2033,R,0,0
FIR,FY2033,W,0,0
FIR,FY2034,R,0,0
FIR,FY2034,W,0,0
FIR,FY2035,R,0,0
FIR,FY2035,W,0,0
FEI,FY2026,R,1.0,0.75
FEI,FY2026,W,0.5,0.65
FEI,FY2027,R,1.0,0.75
FEI,FY2027,W,0.5,0.65
FEI,FY2028,R,1.0,0.75
FEI,FY2028,W,0.5,0.65
FEI,FY2029,R,1.0,0.75
FEI,FY2029,W,0.5,0.65
FEI,FY2030,R,1.0,0.75
FEI,FY2030,W,0.5,0.65
FEI,FY2031,R,1.0,0.75
FEI,FY2031,W,0.5,0.65
FEI,FY2032,R,0.5,0.6
FEI,FY2032,W,0.3,0.5
FEI,FY2033,R,0,0
FEI,FY2033,W,0,0
FEI,FY2034,R,0,0
FEI,FY2034,W,0,0
FEI,FY2035,R,0,0
FEI,FY2035,W,0,0
OBI,FY2026,R,0,0
OBI,FY2026,W,0,0
OBI,FY2027,R,0,0
OBI,FY2027,W,0,0
OBI,FY2028,R,1.5,0.45
OBI,FY2028,W,0.8,0.35
OBI,FY2029,R,1.5,0.6
OBI,FY2029,W,0.8,0.5
OBI,FY2030,R,1.5,0.75
OBI,FY2030,W,0.8,0.65
OBI,FY2031,R,1.5,0.75
OBI,FY2031,W,0.8,0.65
OBI,FY2032,R,1.5,0.75
OBI,FY2032,W,0.8,0.65
OBI,FY2033,R,1.5,0.75
OBI,FY2033,W,0.8,0.65
OBI,FY2034,R,1.5,0.75
OBI,FY2034,W,0.8,0.65
OBI,FY2035,R,1.5,0.75
OBI,FY2035,W,0.8,0.65
ADV,FY2026,R,1.5,0.7
ADV,FY2026,W,0.8,0.6
ADV,FY2027,R,1.5,0.7
ADV,FY2027,W,0.8,0.6
ADV,FY2028,R,1.5,0.7
ADV,FY2028,W,0.8,0.6
ADV,FY2029,R,1.5,0.7
ADV,FY2029,W,0.8,0.6
ADV,FY2030,R,1.5,0.7
ADV,FY2030,W,0.8,0.6
ADV,FY2031,R,0,0
ADV,FY2031,W,0,0
ADV,FY2032,R,0,0
ADV,FY2032,W,0,0
ADV,FY2033,R,0,0
ADV,FY2033,W,0,0
ADV,FY2034,R,0,0
ADV,FY2034,W,0,0
ADV,FY2035,R,0,0
ADV,FY2035,W,0,0
ADY,FY2026,R,1.5,0.8
ADY,FY2026,W,0.8,0.7
ADY,FY2027,R,1.5,0.8
ADY,FY2027,W,0.8,0.7
ADY,FY2028,R,1.5,0.8
ADY,FY2028,W,0.8,0.7
ADY,FY2029,R,1.5,0.8
ADY,FY2029,W,0.8,0.7
ADY,FY2030,R,1.5,0.8
ADY,FY2030,W,0.8,0.7
ADY,FY2031,R,1.5,0.8
ADY,FY2031,W,0.8,0.7
ADY,FY2032,R,1.5,0.8
ADY,FY2032,W,0.8,0.7
ADY,FY2033,R,1.5,0.8
ADY,FY2033,W,0.8,0.7
ADY,FY2034,R,1.5,0.8
ADY,FY2034,W,0.8,0.7
ADY,FY2035,R,1.5,0.8
ADY,FY2035,W,0.8,0.7
KLR,FY2026,R,0,0
KLR,FY2026,W,0,0
KLR,FY2027,R,0,0
KLR,FY2027,W,0,0
KLR,FY2028,R,0,0
KLR,FY2028,W,0,0
KLR,FY2029,R,0,0
KLR,FY2029,W,0,0
KLR,FY2030,R,0,0
KLR,FY2030,W,0,0
KLR,FY2031,R,0,0
KLR,FY2031,W,0,0
KLR,FY2032,R,0,0
KLR,FY2032,W,0,0
KLR,FY2033,R,2.0,0.45
KLR,FY2033,W,1.0,0.35
KLR,FY2034,R,2.0,0.6
KLR,FY2034,W,1.0,0.5
KLR,FY2035,R,2.0,0.75
KLR,FY2035,W,1.0,0.65
