product_id,month,area,working_days,target_doctors,r_doctors,w_doctors,r_target_freq,r_achievement,w_target_freq,w_achievement,fc_ratio,fc_weight,visit_frequency,required_calls,base_fte,required_fte,fte_reduction,adjusted_fte,adjusted_mr_fte
GLI,2028-12,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.024857238831038,50.77,50.77
GLI,2029-01,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.024857238831038,50.77,50.77
GLI,2029-02,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,2.355391333557273,50.77,50.77
GLI,2029-03,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,1.9939536446086668,50.77,50.77
GLI,2029-04,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.7621766879408804,53.4,53.4
GLI,2029-05,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.552569701041317,53.4,53.4
GLI,2029-06,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.5162915686933163,53.4,53.4
GLI,2029-07,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.4612025529056103,53.4,53.4
GLI,2029-08,CS,23,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,65.21739130434783,65.22,3.133355727242191,53.4,53.4
GLI,2029-09,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,3.963721867651999,53.4,53.4
GLI,2029-10,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,3.213973799126638,56.13,56.13
GLI,2029-11,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.312059119919382,56.13,56.13
GLI,2029-12,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.275780987571381,56.13,56.13
GLI,2030-01,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.2354719516291572,56.13,56.13
GLI,2030-02,CS,19,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,78.94736842105263,78.95,3.5351024521330205,56.13,56.13
GLI,2030-03,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.3416190796103464,56.13,56.13
GLI,2030-04,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.6829022505878406,55.73,55.73
GLI,2030-05,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.6318441383943574,55.73,55.73
GLI,2030-06,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.7823312059119925,55.73,55.73
GLI,2030-07,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,3.3886462882096073,55.73,55.73
GLI,2030-08,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.4894188780651665,55.73,55.73
GLI,2030-09,CS,19,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,78.94736842105263,78.95,3.825327510917031,55.73,55.73
GLI,2030-10,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,3.244877393349009,57.04,57.04
GLI,2030-11,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.509573396036278,57.04,57.04
GLI,2030-12,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,3.1561975142761174,57.04,57.04
GLI,2031-01,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.270406449445751,57.04,57.04
GLI,2031-02,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,3.744709439032584,57.04,57.04
GLI,2031-03,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.3550554249244207,57.04,57.04
GLI,2031-04,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.815922069197179,62.56,62.56
GLI,2031-05,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.944910984212295,62.56,62.56
GLI,2031-06,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.7003694994961376,62.56,62.56
GLI,2031-07,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,3.4827007054081296,62.56,62.56
GLI,2031-08,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.7729257641921405,62.56,62.56
GLI,2031-09,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.7138058448102123,62.56,62.56
GLI,2031-10,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,3.32415183070205,62.93,62.93
GLI,2031-11,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,4.0,62.93,62.93
GLI,2031-12,CS,23,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,65.21739130434783,65.22,3.0809539805173,62.93,62.93
GLI,2032-01,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.4853879744709446,62.93,62.93
GLI,2032-02,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,3.811891165602957,62.93,62.93
GLI,2032-03,CS,23,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,65.21739130434783,65.22,2.9573396036278132,62.93,62.93
GLI,2032-04,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.1615720524017474,86.23,86.23
GLI,2032-05,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,3.654685925428284,86.23,86.23
GLI,2032-06,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.984212294255963,86.23,86.23
GLI,2032-07,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.093046691299967,86.23,86.23
GLI,2032-08,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,3.037957675512261,86.23,86.23
GLI,2032-09,CS,19,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,78.94736842105263,78.95,3.3456499832045687,86.23,86.23
GLI,2032-10,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.0943903258313745,86.82,86.82
GLI,2032-11,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,3.013772253946927,86.82,86.82
GLI,2032-12,CS,23,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,65.21739130434783,65.22,2.597245549210615,86.82,86.82
GLI,2033-01,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.9049378569029223,86.82,86.82
GLI,2033-02,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,3.196506550218341,86.82,86.82
GLI,2033-03,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.540812898891502,86.82,86.82
GLI,2033-04,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.7678871346993623,148.31,148.31
GLI,2033-05,CS,19,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,78.94736842105263,78.95,2.828350688612698,148.31,148.31
GLI,2033-06,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.4171985220020153,148.31,148.31
GLI,2033-07,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.6093382599932817,148.31,148.31
GLI,2033-08,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.371514947934162,148.31,148.31
GLI,2033-09,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.58380920389654,148.31,148.31
GLI,2033-10,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.58380920389654,148.84,148.84
GLI,2033-11,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.84,148.84
GLI,2033-12,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.3231441048034935,148.84,148.84
GLI,2034-01,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.84,148.84
GLI,2034-02,CS,19,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,78.94736842105263,78.95,2.691299966409137,148.84,148.84
GLI,2034-03,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.3231441048034935,148.84,148.84
GLI,2034-04,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLI,2034-05,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLI,2034-06,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.3231441048034935,148.86,148.86
GLI,2034-07,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLI,2034-08,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.3231441048034935,148.86,148.86
GLI,2034-09,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLI,2034-10,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2034-11,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLI,2034-12,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2035-01,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2035-02,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,2.840443399395365,148.86,148.86
GLI,2035-03,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2035-04,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLI,2035-05,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2035-06,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2035-07,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2035-08,CS,23,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,65.21739130434783,65.22,2.2223715149479344,148.86,148.86
GLI,2035-09,CS,18,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,83.33333333333333,83.33,2.840443399395365,148.86,148.86
GLI,2035-10,CS,22,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,68.18181818181819,68.18,2.3231441048034935,148.86,148.86
GLI,2035-11,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2035-12,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2036-01,CS,21,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,71.42857142857143,71.43,2.4346657709103128,148.86,148.86
GLI,2036-02,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLI,2036-03,CS,20,4200,1200,3000,2.0,0.75,1.0,0.65,1.0,1.0,0.893,3750.0,75.0,75.0,2.5569365132683917,148.86,148.86
GLO,2026-04,CS,21,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,7.542857142857143,7.54,0.0,6.1,6.1
GLO,2026-05,CS,18,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,8.8,8.8,0.0,6.1,6.1
GLO,2026-06,CS,22,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,7.2,7.2,0.0,6.1,6.1
GLO,2026-07,CS,22,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,7.2,7.2,0.0,6.1,6.1
GLO,2026-08,CS,20,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,7.92,7.92,0.0,6.1,6.1
GLO,2026-09,CS,19,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,8.336842105263157,8.34,0.0,6.1,6.1
GLO,2026-10,CS,21,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,7.542857142857143,7.54,0.0,6.1,6.1
GLO,2026-11,CS,19,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,8.336842105263157,8.34,0.0,6.1,6.1
GLO,2026-12,CS,23,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,6.886956521739131,6.89,0.0,6.1,6.1
GLO,2027-01,CS,19,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,8.336842105263157,8.34,0.0,6.1,6.1
GLO,2027-02,CS,18,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,8.8,8.8,0.0,6.1,6.1
GLO,2027-03,CS,22,720,180,540,2.0,0.5,1.0,0.4,1.0,1.0,0.55,396.0,7.2,7.2,0.0,6.1,6.1
GLO,2027-04,CS,21,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.376571428571428,4.38,0.0,3.26,3.26
GLO,2027-05,CS,18,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,5.106,5.11,0.0,3.26,3.26
GLO,2027-06,CS,22,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.177636363636364,4.18,0.0,3.26,3.26
GLO,2027-07,CS,21,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.376571428571428,4.38,0.0,3.26,3.26
GLO,2027-08,CS,21,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.376571428571428,4.38,0.0,3.26,3.26
GLO,2027-09,CS,20,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.595400000000001,4.6,0.0,3.26,3.26
GLO,2027-10,CS,20,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.595400000000001,4.6,0.0,3.29,3.29
GLO,2027-11,CS,20,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.595400000000001,4.6,0.0,3.29,3.29
GLO,2027-12,CS,23,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,3.996,4.0,0.0,3.29,3.29
GLO,2028-01,CS,20,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.595400000000001,4.6,0.0,3.29,3.29
GLO,2028-02,CS,19,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.837263157894737,4.84,0.0,3.29,3.29
GLO,2028-03,CS,22,720,180,540,2.0,0.75,1.0,0.65,0.3,0.37,0.863,229.8,4.177636363636364,4.18,0.0,3.29,3.29
GLO,2028-04,CS,20,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-05,CS,20,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-06,CS,22,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-07,CS,20,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-08,CS,22,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-09,CS,19,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-10,CS,21,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-11,CS,20,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2028-12,CS,21,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-01,CS,21,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-02,CS,18,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-03,CS,21,720,0,720,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-04,CS,20,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-05,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-06,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-07,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-08,CS,23,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-09,CS,18,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-10,CS,22,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-11,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2029-12,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2030-01,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2030-02,CS,19,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2030-03,CS,20,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2030-04,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2030-05,CS,21,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO,2030-06,CS,20,720,0,720,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
